DATABASE	FORMULA	CHARGE
cpd09132_c0	C22H18O11	0
cpd09133_c0	C24H20O11	0
cpd09134_c0	C32H36O15	0
cpd09135_c0	C20H15O9	-1
cpd09136_c0	C21H17O9	-1
cpd09137_c0	C27H27O12	-1
cpd09138_c0	C33H37O15	-1
cpd09139_c0	C40H49O18	-1
cpd09141_c0	C53H71O24	-1
cpd09142_c0	C52H76O24	0
cpd09143_c0	C19H12O5	0
cpd09144_c0	C18H10O5	0
cpd09145_c0	C18H14NO4	1
cpd09146_c0	C18H11N2O4	1
cpd09147_c0	C22H19N2O9	1
cpd09148_c0	C30H31NO9	0
cpd09149_c0	C19H14O5	0
cpd09150_c0	C19H12O4	0
cpd09151_c0	C20H14O4	0
cpd09152_c0	C19H12O5	0
cpd09153_c0	C20H14O5	0
cpd09154_c0	C20H16O7	0
cpd09155_c0	C19H14O6	0
cpd09156_c0	C25H24O9	0
cpd09157_c0	C25H24O8	0
cpd09158_c0	C31H34O10	0
cpd09159_c0	C37H44O13	0
cpd09160_c0	C25H23O9	-1
cpd09161_c0	C31H36O12	0
cpd09162_c0	C37H43O14	-1
cpd09163_c0	C25H28O11	0
cpd09164_c0	C43H58O18	0
cpd09165_c0	C25H26O10	0
cpd09166_c0	C43H56O17	0
cpd09167_c0	C37H46O14	0
cpd09168_c0	C20H13O8	-1
cpd09169_c0	C21H16O8	0
cpd09170_c0	C21H18O8	0
cpd09171_c0	C21H18O8	0
cpd09172_c0	C21H16O7	-2
cpd09173_c0	C21H14O8	-2
cpd09174_c0	C22H17O8	-1
cpd09175_c0	C22H18O8	0
cpd09176_c0	C22H20O8	0
cpd09177_c0	C22H20O9	0
cpd09178_c0	C28H32NO11	1
cpd09179_c0	C27H29NO11	0
cpd09180_c0	C26H30NO9	1
cpd09181_c0	C27H32NO9	1
cpd09182_c0	C27H32NO10	1
cpd09183_c0	C26H30NO10	1
cpd09184_c0	C26H28NO10	1
cpd09185_c0	C27H32NO10	1
cpd09186_c0	C16H13O5	-1
cpd09187_c0	C16H15O5	-1
cpd09188_c0	C16H13O6	-1
cpd09189_c0	C16H12O6	0
cpd09190_c0	C20H13O7	-1
cpd09191_c0	C18H11NO4	0
cpd09192_c0	C8H15NO	0
cpd09193_c0	C19H22NO10R	0
cpd09194_c0	C16H26N3O13P2	-1
cpd09195_c0	C17H26N2O14P2	-2
cpd09196_c0	C16H24N2O14P2	-2
cpd09197_c0	C16H24N2O14P2	-2
cpd09198_c0	C16H24N2O13P2	-2
cpd09199_c0	C10H17NO3	0
cpd09200_c0	C9H14NO3	-1
cpd09201_c0	C30H46N8O18P3S	-3
cpd09202_c0	C19H15O7	-1
cpd09203_c0	C10H17NO2	0
cpd09204_c0	C10H17NO2	0
cpd09205_c0	C15H17N3	0
cpd09206_c0	C5H12NO	1
cpd09207_c0	C14H15O4	-1
cpd09208_c0	C13H15O4	-1
cpd09209_c0	C12H13O3	-1
cpd09210_c0	C12H14O2	0
cpd09211_c0	C10H8NO4	-1
cpd09212_c0	C9H6NO4	-1
cpd09213_c0	C9H5NO4Cl	-1
cpd09214_c0	C21H17NO6Cl	-1
cpd09215_c0	C28H29NO10Cl	-1
cpd09216_c0	C29H31NO10Cl	-1
cpd09217_c0	C22H20NO6	-1
cpd09218_c0	C29H32NO10	-1
cpd09219_c0	C30H34NO10	-1
cpd09220_c0	C7H5NO4	-2
cpd09221_c0	C17H12N2O7	-2
cpd09222_c0	C27H19N3O10	-2
cpd09223_c0	C43H47N3O18	-2
cpd09224_c0	C17H26N2O15P2	-2
cpd09225_c0	H3O3B	2
cpd09227_c0	C23H27N	0
cpd09228_c0	C10H6N2O2Cl2	0
cpd09230_c0	C19H26NO3	-1
cpd09231_c0	C24H30O6	0
cpd09232_c0	C16H20N2O4S2	0
cpd09234_c0	C19H32O2	0
cpd09235_c0	C21H21NO2S	0
cpd09236_c0	C11H12N4O3S	0
cpd09237_c0	C28H41N3O3	0
cpd09238_c0	C2H3O2	-1
cpd09239_c0	C19H25N6O5S2	1
cpd09240_c0	C39H53N6O8S	-1
cpd09241_c0	C23H27N3O2Cl2	0
cpd09242_c0	HOMg	2
cpd09243_c0	HOK	0
cpd09244_c0	H2O	0
cpd09245_c0	C20H22N2O4	-2
cpd09246_c0	C11H14N2O2	0
cpd09247_c0	C8H10N3O3SF	0
cpd09248_c0	C19H14O5S	0
cpd09249_c0	Na	0
cpd09250_c0	Na	0
cpd09251_c0	C11H11N4O3S	-1
cpd09252_c0	C9H7O3	-1
cpd09253_c0	C9H9O4	-1
cpd09254_c0	C9H7O4	-1
cpd09255_c0	C9H6O6	-2
cpd09256_c0	C25H23O13	-1
cpd09257_c0	C21H20O11	0
cpd09258_c0	C27H30O14	0
cpd09259_c0	C27H29O14	-1
cpd09260_c0	C28H32O14	0
cpd09261_c0	C27H30O15	0
cpd09262_c0	C15H12O6	0
cpd09263_c0	C27H24O18	-2
cpd09264_c0	C16H11O8	-1
cpd09265_c0	C27H30O16	0
cpd09266_c0	C33H40O21	0
cpd09267_c0	C42H46O23	0
cpd09268_c0	C26H28O16	0
cpd09269_c0	C24H21O15	-1
cpd09270_c0	C21H19O12	-1
cpd09271_c0	C36H35O18	-1
cpd09272_c0	C39H36O21	-2
cpd09273_c0	C24H20O13	-2
cpd09274_c0	C24H20O14	-2
cpd09275_c0	C27H29O14	-1
cpd09276_c0	C33H39O19	-1
cpd09277_c0	C33H39O20	-1
cpd09278_c0	C42H37O24	-3
cpd09279_c0	C6H5O7	-3
cpd09280_c0	C15H22N3O6F	0
cpd09281_c0	C9H13NO	0
cpd09282_c0	C24H31O6F	0
cpd09283_c0	C22H42N4O8S2	0
cpd09284_c0	C42H70NO15	1
cpd09285_c0	Na	0
cpd09286_c0	C27H30O17	0
cpd09287_c0	C33H40O22	0
cpd09288_c0	C8H9N2O3F	0
cpd09289_c0	C14H14N3O4S2Cl	0
cpd09290_c0	C18H20N3O4	-1
cpd09291_c0	C19H16N3O5SClF	-1
cpd09292_c0	Cl	-1
cpd09294_c0	C14H16N3O4S2Cl	0
cpd09295_c0	Na	0
cpd09296_c0	Na	0
cpd09297_c0	C20H21NO3	0
cpd09298_c0	C24H32O4	0
cpd09299_c0	C32H46N8O6S2	0
cpd09300_c0	C41H68NO15	1
cpd09301_c0	C20H23N2S	1
cpd09302_c0	C15H23N3O4S	0
cpd09303_c0	C17H18N2S2	0
cpd09304_c0	Br	-1
cpd09305_c0	C43H76NO16	1
cpd09306_c0	C12H18NOCl	0
cpd09307_c0	C21H32O	0
cpd09308_c0	C10H13NO4	-2
cpd09309_c0	C6H11N2O2Br	0
cpd09310_c0	C6H3O2Cl3	0
cpd09311_c0	C6H5O2Cl3	0
cpd09312_c0	C6HO4Cl3	-2
cpd09313_c0	C6HO4Cl2	-1
cpd09314_c0	C6H2O5Cl2	-2
cpd09315_c0	C6H5O5Cl	-2
cpd09316_c0	C6H7O2Cl	0
cpd09317_c0	C6H3O4	-1
cpd09318_c0	C11H15N3O4	0
cpd09319_c0	C21H23N7O9S3	0
cpd09320_c0	C6H5O4S	-1
cpd09321_c0	C12H15NO5SCl2	0
cpd09322_c0	C23H32O3	0
cpd09323_c0	C2H8N2O3Pt	5
cpd09324_c0	C22H24NO3	-1
cpd09325_c0	C13H11NO2	0
cpd09326_c0	C37H48N4O5	0
cpd09327_c0	C21H27NO2	0
cpd09328_c0	C25H33O8	-1
cpd09329_c0	C10H21NO2	0
cpd09330_c0	C45H78N2O15	2
cpd09331_c0	CHO3	-1
cpd09332_c0	C32H40N4O5	-2
cpd09333_c0	C18H28N2O	0
cpd09334_c0	C17H25NO3	0
cpd09335_c0	C21H26N3O2Cl	0
cpd09336_c0	C27H44O3	0
cpd09337_c0	C54H68N8O22	0
cpd09338_c0	C28H37N4OCl	0
cpd09339_c0	C16H28NO5	-1
cpd09340_c0	C21H27NO3S2	0
cpd09341_c0	C31H44N2O10	0
cpd09342_c0	C12H16N2O2	0
cpd09343_c0	C24H30N2O6	-2
cpd09344_c0	C24H25NO3	0
cpd09345_c0	C49H76O3	0
cpd09346_c0	C27H48O	0
cpd09347_c0	C16H18N3O5S	-1
cpd09348_c0	C35H53NO3	0
cpd09349_c0	C8H11NO5	-2
cpd09350_c0	C8H12NO8P	-2
cpd09351_c0	C8H12NO4	-1
cpd09352_c0	C8H16N2O3	0
cpd09353_c0	C14H30O2	0
cpd09354_c0	C10H10N2O	0
cpd09355_c0	C12H9O2	-1
cpd09356_c0	C12H12N6O10S2	-2
cpd09357_c0	Na	0
cpd09358_c0	C10H15NO2	0
cpd09359_c0	C23H31NO6PCl2	-1
cpd09360_c0	C20H28O	0
cpd09361_c0	C14H9NO2F3	-1
cpd09362_c0	C27H50O6	0
cpd09363_c0	C10H14NO5P	0
cpd09364_c0	C15H19N5O13P2	-2
cpd09365_c0	C21H24N6O18P3	-3
cpd09366_c0	C22H24N2O9	0
cpd09367_c0	C4H5NO4	-2
cpd09368_c0	C12H12N3O4S	-1
cpd09369_c0	C18H13NO8S2	-2
cpd09370_c0	C24H32O4	0
cpd09371_c0	Na	0
cpd09372_c0	C6H8O7Ge2	4
cpd09373_c0	C20H25N5O7S2	0
cpd09374_c0	C18H22O2	0
cpd09375_c0	H2N3O9Bi	2
cpd09376_c0	C35H60NO13	1
cpd09377_c0	C14H10N2O6	-4
cpd09378_c0	Br	-1
cpd09379_c0	C18H21N2O5S	-1
cpd09380_c0	C9H11N3O4	0
cpd09381_c0	C35H59N10O24Al3	4
cpd09382_c0	C10H8N3OBr	0
cpd09383_c0	C32H38N4O12S3	0
cpd09384_c0	C12H17NO3	0
cpd09385_c0	CaO	1
cpd09386_c0	Na	0
cpd09387_c0	Na	0
cpd09388_c0	C13H11N2O2	-1
cpd09389_c0	C24H33O5	-1
cpd09390_c0	C33H46N5O8S	-1
cpd09391_c0	C41H77N2O15	1
cpd09392_c0	C17H17N3O3F3	-1
cpd09393_c0	C23H28N3O4	1
cpd09394_c0	C42H70O35	0
cpd09395_c0	CaBr2	1
cpd09396_c0	O4S	-2
cpd09397_c0	O4S	-2
cpd09398_c0	HO4P	-2
cpd09399_c0	H2K	1
cpd09400_c0	O4S	-2
cpd09401_c0	C32H32N18O10S6	-2
cpd09402_c0	C16H22N2O3	0
cpd09403_c0	C4H10O	0
cpd09404_c0	C48H46N4O6S2	-2
cpd09405_c0	C21H26N5O7S	-1
cpd09406_c0	C8H9N3O4	0
cpd09407_c0	C18H22N9O4S3	-1
cpd09408_c0	C23H38O	0
cpd09409_c0	C35H58O12	0
cpd09410_c0	C30H44O2	0
cpd09411_c0	Na	0
cpd09412_c0	C10H16N2O2	0
cpd09413_c0	C38H48N2O6	-2
cpd09414_c0	C9H10O2	0
cpd09415_c0	C17H37N5O14S2	-2
cpd09416_c0	C12H13NO3	0
cpd09417_c0	C28H40O7	0
cpd09418_c0	Xe	0
cpd09419_c0	Na	0
cpd09420_c0	Cl2Hg	1
cpd09421_c0	C14H21N4O9P2S	-1
cpd09422_c0	H3O3Al	2
cpd09423_c0	C10H8	0
cpd09424_c0	C12H11NO9	-4
cpd09425_c0	Na	0
cpd09426_c0	Na	-3
cpd09427_c0	Na	0
cpd09428_c0	C27H40O6	0
cpd09429_c0	C37H53O3	-1
cpd09430_c0	C22H34O2I	-1
cpd09431_c0	C10H8N2O2S2	-2
cpd09432_c0	Na	0
cpd09433_c0	C40H56O4	0
cpd09434_c0	C40H56O4	0
cpd09435_c0	C18H18N3O6S	-1
cpd09436_c0	C26H35N3O5	0
cpd09437_c0	C58H84N2O18	0
cpd09438_c0	C58H84N2O18	0
cpd09439_c0	C15H22O3	0
cpd09440_c0	C15H21O4	-1
cpd09441_c0	C15H20O3	0
cpd09442_c0	C15H22O3	0
cpd09443_c0	C14H9N3S2Cl2	0
cpd09444_c0	C4H12NO4P	0
cpd09445_c0	C34H63N2O6SCl	0
cpd09446_c0	C30H62O10	0
cpd09447_c0	C40H30N10O6	2
cpd09448_c0	Na	0
cpd09449_c0	C20H26N6O10	-2
cpd09450_c0	Fe	0
cpd09451_c0	HORb	0
cpd09452_c0	C6H12O4Br2	0
cpd09453_c0	C22H30N3O6S3Cl	-2
cpd09454_c0	C42H36O20	-2
cpd09455_c0	C12H15NO3	0
cpd09456_c0	C29H30N3O9SCl	-4
cpd09457_c0	C11H22O11	0
cpd09458_c0	C14H10N4O	0
cpd09459_c0	C27H45OI	0
cpd09460_c0	C56H93O35	-1
cpd09461_c0	C27H46O2	0
cpd09462_c0	C36H50O6	0
cpd09463_c0	H4O8P2	-2
cpd09464_c0	HO4P	-2
cpd09465_c0	C57H82O26	0
cpd09466_c0	C88H94N9O33Cl2	-1
cpd09467_c0	C88H96N9O33Cl2	-1
cpd09468_c0	C17H27NO4	0
cpd09469_c0	C89H98N9O33Cl2	-1
cpd09470_c0	C89H98N9O33Cl2	-1
cpd09471_c0	C72H67N8O28Cl2	-1
cpd09472_c0	C15H10O2Br4	-2
cpd09473_c0	C15H12O2Br3	-1
cpd09474_c0	C15H14O2Br2	0
cpd09475_c0	C15H15O2Br	0
cpd09476_c0	C15H16O2	0
cpd09477_c0	C18H20O2	0
cpd09478_c0	C15H16O3	0
cpd09479_c0	C15H14O3	0
cpd09480_c0	C15H16O3	0
cpd09481_c0	C14H11NO3	0
cpd09482_c0	C15H16O3	0
cpd09483_c0	C15H14O2	0
cpd09484_c0	C15H13O4	-1
cpd09485_c0	C15H16O4	0
cpd09488_c0	C8H10O	0
cpd09489_c0	C8H10O2	0
cpd09491_c0	C8H12N5Cl	2
cpd09492_c0	C10H14N3	1
cpd09493_c0	Na	0
cpd09495_c0	C22H24N2O8	0
cpd09496_c0	C46H66N15O12S2	1
cpd09498_c0	C13H19N2O	1
cpd09499_c0	C11H15N2O	1
cpd09500_c0	C17H20N2O2	0
cpd09501_c0	C12H8N4O6S	0
cpd09502_c0	C9H4N4O4	0
cpd09503_c0	C19H19N3O3	0
cpd09504_c0	C7H10N3O4F	0
cpd09505_c0	C7H10N2O4	0
cpd09506_c0	C8H9N2O5	-1
cpd09507_c0	C22H37N4O	3
cpd09508_c0	C14H15N3O	0
cpd09509_c0	C19H24N2O3S	0
cpd09510_c0	I	-4
cpd09511_c0	I	-4
cpd09512_c0	C20H28N8	2
cpd09513_c0	C23H26O8	0
cpd09514_c0	C8H10N3F4B	4
cpd09515_c0	C16H21NO3	0
cpd09516_c0	C19H25NO	0
cpd09517_c0	C18H33N2O5SCl	0
cpd09519_c0	C14H14O2	0
cpd09520_c0	C6H13N3O2	0
cpd09521_c0	Cl	-1
cpd09522_c0	C8H11NO5S	0
cpd09523_c0	C8H11NO5S	0
cpd09524_c0	C6H10N4	0
cpd09525_c0	C6H8N2O2	0
cpd09526_c0	C6H8NO2	-1
cpd09527_c0	C4H6N2O2S	0
cpd09528_c0	C6H11NO2	0
cpd09529_c0	C13H10NO2	-1
cpd09530_c0	C13H8N2O2F3	-1
cpd09531_c0	C15H9O2	-1
cpd09533_c0	C9H8O3Cl	-1
cpd09534_c0	C17H12N2O7S3	-2
cpd09535_c0	C17H17O4Cl2	-1
cpd09536_c0	C32H28O16S4	-4
cpd09537_c0	C16H15N2O4	-1
cpd09538_c0	C14H8N2O10S2	-2
cpd09539_c0	C20H31O5F2	-1
cpd09540_c0	C10H14N4O2	0
cpd09541_c0	C11H16N4O2	0
cpd09542_c0	C8H12N2O2	0
cpd09543_c0	C6H8N2OS	0
cpd09544_c0	C21H34O2	0
cpd09545_c0	C21H34O3	0
cpd09546_c0	C7H12O2	0
cpd09547_c0	C19H22O2	0
cpd09548_c0	C15H17N3O3S	0
cpd09549_c0	C7H12O2	0
cpd09550_c0	C12H8OCl6	0
cpd09551_c0	C14H11N3O3S	0
cpd09552_c0	C7H12OS	0
cpd09553_c0	Na	0
cpd09554_c0	C18H25N5O19P3	-3
cpd09555_c0	Na	0
cpd09556_c0	C16H23N5O18P3	-3
cpd09557_c0	C5H7N2	1
cpd09558_c0	C13H19N5	0
cpd09559_c0	C18H21NO4	-2
cpd09560_c0	C12H11N3O4	0
cpd09561_c0	C15H18NO6	-3
cpd09562_c0	C10H16N2O4	0
cpd09563_c0	C5H10NO5P	-2
cpd09564_c0	C7H11NO5P	-3
cpd09565_c0	C12H22N	1
cpd09566_c0	C16H15N	0
cpd09567_c0	C3H5N5O2	0
cpd09568_c0	C6H8N2O4	0
cpd09569_c0	C11H14N5O12P3	-4
cpd09570_c0	C11H15N5O12P3	-3
cpd09571_c0	C10H12N5O12P3S	-4
cpd09572_c0	C10H12N5O9P2S	-3
cpd09573_c0	C24H21N5O15P3	-3
cpd09574_c0	C14H10N3O12PS2	-4
cpd09575_c0	C29H17N7O11S3Cl	-3
cpd09576_c0	C7H8N4O2	0
cpd09577_c0	C12H7N2OBr2	-1
cpd09578_c0	C14H13N3O2S	0
cpd09579_c0	C31H42N2O6	0
cpd09580_c0	C13H14N7OCl	0
cpd09581_c0	C12H12N7OCl	0
cpd09582_c0	C8H12N7OCl	0
cpd09583_c0	C19H16N3O5SCl2	-1
cpd09584_c0	C10H19N7O4	2
cpd09585_c0	C16H15N2O4F3	0
cpd09586_c0	C22H21NO3	0
cpd09587_c0	C28H26N3O3Cl	0
cpd09588_c0	C18H17NO5F2	0
cpd09589_c0	C17H18N4O5	0
cpd09590_c0	C26H37N2O3	1
cpd09591_c0	C28H41N2O5	1
cpd09592_c0	C26H37NO8S2	0
cpd09593_c0	C23H31N2	1
cpd09594_c0	C15H14O5	0
cpd09595_c0	C104H199N32O46R2S5	-5
cpd09596_c0	C16H24NO2	1
cpd09597_c0	C29H27N3O3	0
cpd09598_c0	C21H37NCl	1
cpd09599_c0	C4H11N3O2	0
cpd09600_c0	C21H28N3O3S	1
cpd09601_c0	C23H28N5O3Cl	0
cpd09602_c0	C15H20N2O4S	0
cpd09603_c0	C26H20N2O	0
cpd09604_c0	C26H21N3O	0
cpd09605_c0	C27H33NO4	0
cpd09606_c0	C34H30N4	2
cpd09607_c0	C22H17N2Cl	0
cpd09608_c0	C19H15OCl	0
cpd09609_c0	C20H31NO2S	0
cpd09610_c0	C19H35O2	-1
cpd09611_c0	C30H31N	0
cpd09612_c0	C14H27O3	-1
cpd09613_c0	C18H33O3	-1
cpd09614_c0	C17H31O3	-1
cpd09615_c0	C7H10O2Br	-1
cpd09616_c0	C19H19N5	0
cpd09617_c0	C13H27NO2	0
cpd09618_c0	C15H16N3O3	-1
cpd09619_c0	C18H29N2O2	1
cpd09620_c0	C18H29O3	-1
cpd09621_c0	C21H21NO6	0
cpd09622_c0	C18H30NO4	-1
cpd09623_c0	C20H29O5	-1
cpd09624_c0	C21H32O3	0
cpd09625_c0	C25H40NO3Cl	0
cpd09626_c0	C16H16N2O2	0
cpd09627_c0	C23H44N5O3	3
cpd09628_c0	C20H31O5	-1
cpd09629_c0	C20H31O5	-1
cpd09630_c0	C20H33O5	-1
cpd09631_c0	C25H34O7	0
cpd09632_c0	C25H34O7	0
cpd09633_c0	C25H34O7	0
cpd09634_c0	C25H34O7	0
cpd09635_c0	C20H44N	1
cpd09636_c0	C18H27O3	-1
cpd09637_c0	C10H10N5O7PBr	-1
cpd09638_c0	C22H33O5	-1
cpd09639_c0	C22H33O5	-1
cpd09640_c0	C15H20N2O4S	0
cpd09641_c0	C32H64O2	0
cpd09642_c0	C42H82O4	0
cpd09643_c0	C11H20O2	0
cpd09644_c0	C25H20N3OF	0
cpd09645_c0	C16H23N5O8P	-1
cpd09646_c0	C16H18N3O2F	0
cpd09647_c0	CHCl3	0
cpd09648_c0	C22H39NO2	0
cpd09649_c0	C24H41NO2	0
cpd09650_c0	C16H10NO2ClF4	0
cpd09651_c0	C12H25NO	0
cpd09652_c0	C18H29N	0
cpd09653_c0	C15H8N2O2F6	0
cpd09654_c0	C13H28	0
cpd09655_c0	C14H10N2O2ClF3	0
cpd09656_c0	C20H17N2O4F3	0
cpd09657_c0	C48H75O18	-1
cpd09658_c0	C19H35O2	-1
cpd09659_c0	C9H10N2O	0
cpd09660_c0	C7H5N2OCl	0
cpd09661_c0	C77H149O3	-1
cpd09662_c0	C20H29O3	-1
cpd09663_c0	C9H8N2OCl2	0
cpd09664_c0	C41H71NO4	0
cpd09665_c0	C18H37NO	0
cpd09666_c0	C21H24N2	0
cpd09667_c0	C29H35NO2	0
cpd09668_c0	C40H52O15	0
cpd09669_c0	C29H35N3O7	0
cpd09670_c0	C15H16N5Cl3	0
cpd09671_c0	C25H19N3O2Cl2	0
cpd09672_c0	C15H30O4	0
cpd09673_c0	C23H38O4	0
cpd09674_c0	C23H38O4	0
cpd09675_c0	C21H44O3	0
cpd09676_c0	C19H40O3	0
cpd09677_c0	C21H42O3	0
cpd09678_c0	C37H70O5	0
cpd09679_c0	C37H72O4	0
cpd09680_c0	C43H88O3	0
cpd09681_c0	C35H66O4	0
cpd09682_c0	C57H88O8	0
cpd09683_c0	C49H94O6	0
cpd09684_c0	C15H26O6	0
cpd09685_c0	C45H74O10	0
cpd09686_c0	C86H172O6	0
cpd09687_c0	C98H192O16	0
cpd09688_c0	C42H82NO8P	0
cpd09689_c0	C42H82NO7P	0
cpd09690_c0	C39H76NO8P	0
cpd09691_c0	C39H76NO7P	0
cpd09692_c0	C40H75NO10P	-1
cpd09693_c0	Ba	2
cpd09694_c0	C40H76O10P	-1
cpd09695_c0	Sr	2
cpd09696_c0	C40H76O13P2	-2
cpd09697_c0	C43H80O13P	-1
cpd09698_c0	C37H70O8P	-1
cpd09699_c0	C37H70O11P2	-2
cpd09700_c0	C36H63N3O15P2	-2
cpd09701_c0	C46H81N3O15P2	-2
cpd09702_c0	C42H84NO7P	0
cpd09703_c0	C40H78NO7P	0
cpd09704_c0	C88H178NO9P	0
cpd09705_c0	C94H190NO15P	0
cpd09706_c0	C32H59NO11P	-1
cpd09707_c0	C32H57NO11P	-1
cpd09708_c0	C32H60NO10P	0
cpd09709_c0	C32H58NO10P	0
cpd09710_c0	C24H52NO6P	0
cpd09711_c0	C20H24N3O4F	0
cpd09712_c0	C52H98N2O20P2	-2
cpd09713_c0	C94H176N2O25P2	-2
cpd09714_c0	C110H206N2O26P2	-2
cpd09715_c0	C11H19O2	-1
cpd09716_c0	C20H42NO2	1
cpd09717_c0	C16H36NO2	1
cpd09718_c0	C32H63NO3	0
cpd09719_c0	C66H125NO5	0
cpd09720_c0	C45H79N2O23R	0
cpd09721_c0	C50H87N2O27R	0
cpd09722_c0	C47H82N3O23R	0
cpd09723_c0	C55H95N4O28R	0
cpd09724_c0	C37H66NO18R	0
cpd09725_c0	C45H79N2O23R	0
cpd09726_c0	C53H92N3O28R	0
cpd09727_c0	C29H56N10O6	4
cpd09728_c0	C31H57N11O5	4
cpd09729_c0	C27H50N7O6	3
cpd09730_c0	H42N14O2Ru3	29
cpd09731_c0	C63H121N2O21P	0
cpd09732_c0	C63H121N2O21P	0
cpd09733_c0	C42H36O20	-2
cpd09734_c0	C10H17O3	-1
cpd09735_c0	C17H31O3	-1
cpd09736_c0	C17H33O3	-1
cpd09737_c0	C16H30O2F	-1
cpd09738_c0	C16H30O3Cl	-1
cpd09739_c0	C17H22N3O18P2	-3
cpd09740_c0	C18H30NO4	-1
cpd09742_c0	Na	0
cpd09743_c0	C23H34O5	0
cpd09744_c0	C3H5O4P	-2
cpd09746_c0	C17H16N2O6S	-2
cpd09747_c0	Na	0
cpd09749_c0	C17H19N2O6S	-1
cpd09750_c0	Na	0
cpd09751_c0	C24H23N3O6S	0
cpd09752_c0	C19H22N3O4S	-1
cpd09753_c0	C17H17N3O3F	-1
cpd09754_c0	Na	0
cpd09755_c0	C18H34N2O6S	0
cpd09756_c0	C17H26N2O	0
cpd09758_c0	C17H15N7O8S4	-2
cpd09759_c0	C19H17N3O5SCl	-1
cpd09760_c0	C19H22N8O10S3	-2
cpd09761_c0	C24H26NO4	-1
cpd09762_c0	C15H14N2O6S2	-2
cpd09763_c0	C14H12N2O6	-2
cpd09764_c0	C24H28N2O4	-2
cpd09765_c0	C23H26N5O7S	-1
cpd09766_c0	C2H2Cl2	0
cpd09767_c0	C10H7NO2	0
cpd09768_c0	C18H26O3	0
cpd09769_c0	C25H34O3	0
cpd09770_c0	C25H34O3	0
cpd09771_c0	C32H44N5O8S	-1
cpd09772_c0	C33H46N5O8S	-1
cpd09773_c0	C40H68NO14	1
cpd09774_c0	C41H68NO15	1
cpd09775_c0	C39H66NO14	1
cpd09776_c0	C40H66NO15	1
cpd09777_c0	C38H64NO14	1
cpd09778_c0	C39H64NO15	1
cpd09779_c0	C37H62NO14	1
cpd09780_c0	C41H70NO14	1
cpd09781_c0	C32H18N8	0
cpd09782_c0	C32H22N6O6S2	-2
cpd09783_c0	C15H14O6	0
cpd09784_c0	C10H10N2OS	0
cpd09785_c0	C11H10	0
cpd09786_c0	C11H12O2	0
cpd09787_c0	C11H10O2	0
cpd09788_c0	C11H9O4	-1
cpd09789_c0	C11H9O4	-1
cpd09790_c0	C8H8O2	0
cpd09791_c0	C8H7O3	-1
cpd09792_c0	C11H10O	0
cpd09793_c0	C11H8O	0
cpd09794_c0	C11H7O2	-1
cpd09795_c0	C11H9O4	-1
cpd09796_c0	C11H7O4	-1
cpd09797_c0	C11H6O6	-2
cpd09798_c0	C11H6O6	-2
cpd09799_c0	C8H5O4	-1
cpd09800_c0	C8H4O5	-2
cpd09801_c0	C11H10	0
cpd09802_c0	C11H8O	0
cpd09803_c0	C8H5O4	-1
cpd09804_c0	C11H7O2	-1
cpd09805_c0	C11H12O2	0
cpd09806_c0	C8H7O3	-1
cpd09807_c0	C11H12O3	0
cpd09808_c0	C11H10O3	0
cpd09809_c0	C11H9O5	-1
cpd09810_c0	C11H9O5	-1
cpd09811_c0	C8H8O3	0
cpd09812_c0	C8H7O4	-1
cpd09813_c0	C7H8O3	0
cpd09814_c0	C11H11O2	-1
cpd09815_c0	C9H12O4	-2
cpd09816_c0	C11H17O2	-1
cpd09817_c0	C10H12	0
cpd09818_c0	C15H12O4	-2
cpd09819_c0	C36H44N7O19P3S	-4
cpd09820_c0	C36H42N7O19P3S	-4
cpd09821_c0	C36H44N7O20P3S	-4
cpd09822_c0	C36H42N7O20P3S	-4
cpd09823_c0	C32H39N7O17P3S	-3
cpd09824_c0	C32H32N2O2Br	1
cpd09825_c0	C23H31N4O4S2	1
cpd09826_c0	C26H37N5O5S2	0
cpd09827_c0	C17H14N3O6S2	-1
cpd09828_c0	C21H31N4O5S	1
cpd09829_c0	C14H9N3SCl2	0
cpd09830_c0	C27H28N2OSClF	0
cpd09831_c0	C10H14O	0
cpd09832_c0	C15H14O3	0
cpd09833_c0	C14H22O	0
cpd09834_c0	C14H8Cl4	0
cpd09835_c0	C20H16	0
cpd09836_c0	C17H22N2	0
cpd09837_c0	C14H11O2Cl3	0
cpd09838_c0	C15H10O3	0
cpd09839_c0	C10H14O	0
cpd09840_c0	C10H14O	0
cpd09841_c0	C10H14	0
cpd09842_c0	C27H40N7O19P3S	-4
cpd09843_c0	C27H38N7O19P3S	-4
cpd09844_c0	C27H40N7O20P3S	-4
cpd09845_c0	C40H58	0
cpd09846_c0	C6H10N6	0
cpd09847_c0	C6H9N5O	0
cpd09848_c0	C6H8N4O2	0
cpd09849_c0	C3H8N	1
cpd09850_c0	C27H46O2	0
cpd09851_c0	C28H48O2	0
cpd09852_c0	C29H44O2	0
cpd09853_c0	C28H42O2	0
cpd09854_c0	C28H42O2	0
cpd09855_c0	C27H40O2	0
cpd09856_c0	C28H46O3	0
cpd09857_c0	C28H46O4	0
cpd09858_c0	C28H46O3	0
cpd09859_c0	C28H46O3	0
cpd09860_c0	C20H25O5	-1
cpd09861_c0	C20H25O4	-1
cpd09862_c0	C13H10O3	0
cpd09863_c0	C9H5NO3I3	-1
